OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AK,USGS Alaska Water Science Center,CAX01-15355000,FORTYMILE R NR MOUTH NR EAGLE YT,Stream,,,6410,sq mi,,,64.39693790000000,-140.6133670000000,250000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-15355010,CLINTON C AB WOLVERINE C NR EAGLE YT,Stream,,,,,,,64.44804880000000,-140.7089267000000,250000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-15388930,WHITESTONE R NR MOUTH AT WHITESTONE VILLAGE YT,Stream,,,2630,sq mi,,,66.42702430000000,-138.4052352000000,250000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-15388935,EAGLE R AT DEMPSTER HWY BRIDGE YT,Stream,,,669,sq mi,,,66.44150259000000,-136.7107384000000,250000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-15388944,PORCUPINE R BL BELL RIVER YT,Stream,,,13520,sq mi,,,67.44011100000000,-137.7861332000000,250000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-15388948,OLD CROW R NR MOUTH NR OLD CROW YT,Stream,,,5350,sq mi,,,67.63423560000000,-139.6990130000000,250000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-15388950,PORCUPINE R AT OLD CROW YT,Stream,,,20900,sq mi,,,67.56367350000000,-139.8859628000000,250000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-15999900,FIRTH R NR MOUTH NR HERSCHEL YT,Stream,,,2200,sq mi,,,69.31650679000000,-139.5693528000000,250000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-15999950,BABBAGE R BL CARIBOU C NR HERSCHEL YT,Stream,,,583,sq mi,,,68.83928879000000,-138.6706915000000,250000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-600954134422900,NARES R AT CARCROSS YT,Stream,,,1365,sq mi,,,60.16472940000000,-134.7099846000000,250000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2132,feet,150,feet,Interpolated from topographic map.,NGVD29,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-603010135080800,LITTLE COAL LK NR WHITEHORSE YT,"Lake, Reservoir, Impoundment",,,,,,,60.50277778000000,-135.1355556000000,250000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4250,feet,250,feet,Interpolated from topographic map.,NGVD29,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-605008135104100,YUKON R AB TAKHINI R NR WHITEHORSE YT,Stream,,,7711,sq mi,,,60.83526818000000,-135.1799763000000,250000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2100,feet,150,feet,Interpolated from topographic map.,NGVD29,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-613417134540000,TESLIN R NR MOUTH NR WHITEHORSE YT,Stream,,,13519,sq mi,,,61.57113048000000,-134.9019680000000,250000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2050,feet,50,feet,Interpolated from topographic map.,NGVD29,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-620322135395300,LITTLE SALMON RIVER NR MOUTH NR CARMACKS YT,Stream,,,1400,sq mi,,,62.05584957000000,-135.6667237000000,250000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1800,feet,100,feet,Interpolated from topographic map.,NGVD29,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-631020139395400,WHITE R NR MOUTH NR DAWSON YT,Stream,,,18533,sq mi,,,63.17193920000000,-139.6671464000000,250000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1200,feet,100,feet,Interpolated from topographic map.,NGVD29,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-633300139475100,SIXTYMILE R NR MOUTH NR DAWSON YT,Stream,,,1436,sq mi,,,63.54972170000000,-139.7996882000000,250000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1200,feet,100,feet,Interpolated from topographic map.,NGVD29,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,CAX01-640305139260900,KLONDIKE R BL BONANZA C NR DAWSON YT,Stream,,,3106,sq mi,,,64.05112810000000,-139.4380581000000,250000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-15388960,PORCUPINE R NR INTERNATIONAL BOUNDARY YT,Stream,,,22750,sq mi,,,67.42392320000000,-140.8938048000000,250000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,97,000,,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-12322500,KOOTENAY LAKE AT KUSKONOOK BC,"Lake, Reservoir, Impoundment",,17010104,,,,,49.29885960000000,-116.6596638000000,,5,seconds,Interpolated from MAP.,NAD83,1735.20,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01011500,"St. Francis River near Connors, New Brunswick",Stream,,01010008,524,sq mi,524,sq mi,47.20697926000000,-68.9564281000000,,1,seconds,Interpolated from MAP.,NAD83,550,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,90,000,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04168690,"DET R (LIVINGSTONE CHANNEL) NR AMHERSTBURG, ONT",Stream,,,,,,,42.06754325000000,-83.1304790000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-05112050,"ROSEAU RIVER AT GARDENTON, MAN., CANADA",Stream,,09020314,1710,sq mi,,,49.08916667000000,-96.6841667000000,,1,seconds,Unknown.,NAD83,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-05128000,"NAMAKAN R AT OUTLET OF LAC LA CROIX, ONTARIO CAN",Stream,,09030001,5170,sq mi,,,48.35379070000000,-92.2170868000000,,1,seconds,Interpolated from MAP.,NAD83,1100.00,feet,.01,feet,Unknown.,NGVD29,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-05128050,"NAMAKAN RIVER BELOW FLANDERS RD., ONTARIO, CAN",Stream,,09030001,,,,,48.44800000000000,-92.4054167000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-05129180,"REDHORSE RIVER ABOVE REDHORSE BAY, ONTARIO, CAN",Stream,,09030001,,,,,48.41775000000000,-92.4219167000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-482635092362201,"NAMAKAN LAKE ABOVE BLACKSTONE ISL. ONTARIO, CANADA","Lake, Reservoir, Impoundment",,09030001,,,,,48.44319440000000,-92.6061944000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-482709092264601,"NAMAKAN LAKE AT MOUTH OF NAMAKAN RIVER,ONTARIO","Lake, Reservoir, Impoundment",,09030001,,,,,48.45240555000000,-92.4462623000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-482941092383801,"NAMAKAN LAKE AT SQUIRREL FALLS, ABV SQUIRREL FALLS","Lake, Reservoir, Impoundment",,09030001,,,,,48.49478610000000,-92.6441361000000,,1,seconds,Interpolated from MAP.,NAD83,1113,feet,50,feet,Interpolated from topographic map.,NAVD88,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-491528094470601,"LAKE OF THE WOODS AT LITTLE TRAVERSE BAY, ONT. CA.","Lake, Reservoir, Impoundment",,09030009,,,,,49.25777778000000,-94.7850000000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-491958094514301,"LK OF THE WOODS,STURGEON CHAN,W.OF CYCLONE IS. ONT","Lake, Reservoir, Impoundment",,09030009,,,,,49.33277778000000,-94.8619444000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-492016094494201,"LK OF THE WOODS,CANADIAN CHAN,NW OF CYCLONE IS,ONT","Lake, Reservoir, Impoundment",,09030009,,,,,49.33777778000000,-94.8283333000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-492142094421501,"LAKE OF THE WOODS, TUG CHANNEL, NR BUNTINGS PT,ONT","Lake, Reservoir, Impoundment",,09030009,,,,,49.36166667000000,-94.7041667000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,92,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-493600099410001,"SOURIS RIVER AT TREESBANK, MANITOBA, CANADA",Stream,,,,,,,49.60000070000000,-99.6837053000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-495110097241501,"ASSINIBOINE R. AT HEADINGLY (WPG), MANITOBA, CAN.",Stream,,,,,,,49.85277160000000,-97.4044682000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-500830096520601,"RED RIVER OF THE NORTH AT SELKIRK, MANITOBA,CANADA",Stream,,,,,,,,,,Unknown,Unknown,Interpolated from MAP.,,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-502640101192601,"QU APPELLE RIVER AT ST. LAZARE, MANITOBA, CANADA",Stream,,,,,,,,,,Unknown,Unknown,Interpolated from MAP.,,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-502916096471801,LAKE WINNIPEG SITE NO. 50,"Lake, Reservoir, Impoundment",,,,,,,,,,Unknown,Unknown,Interpolated from MAP.,,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-503405096104501,"WINNIPEG RIVER AT POWERVIEW, MANITOBA, CANADA",Stream,,,,,,,,,,Unknown,Unknown,Interpolated from MAP.,,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-505034096360101,LAKE WINNIPEG SITE NUMBER 41,"Lake, Reservoir, Impoundment",,,,,,,,,,Unknown,Unknown,Interpolated from MAP.,,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-512858096404401,LAKE WINNIPEG SITE NO. 32,"Lake, Reservoir, Impoundment",,,,,,,,,,Unknown,Unknown,Interpolated from MAP.,,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-531318098505601,LAKE WINNIPEG SITE NO. 1,"Lake, Reservoir, Impoundment",,,,,,,,,,Unknown,Unknown,Interpolated from MAP.,,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-532401098130601,LAKE WINNIPEG SITE NO. 8,"Lake, Reservoir, Impoundment",,,,,,,,,,Unknown,Unknown,Interpolated from MAP.,,,,,,,,CA,93,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-05010700,Mountain View Irr Dis CA nr Mountain View Alta,Stream,,09040002,,,,,49.09943337000000,-113.6937137000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-05011000,Belly River near Mountain View Alberta,Stream,,09040002,123,sq mi,,,49.09996389000000,-113.6985778000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,4344.9,feet,.1,feet,Level or other surveyed method.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-05013000,Waterton River nr Waterton Park Alberta,Stream,,09040002,238,sq mi,,,49.11349440000000,-113.8403750000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,4154.19,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-05020500,St. Mary River at International Boundary,Stream,,09040001,462,sq mi,,,49.01140830000000,-113.2995472000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,4116.04,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06133000,Milk River at western crossing of int'l boundary,Stream,,10050001,405,sq mi,,,49.00751667000000,-112.5452583000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,3820,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06134000,North Milk River near international boundary,Stream,,10050001,99.2,sq mi,,,49.02633610000000,-112.9696972000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,4112.16,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06134500,Milk River at Milk River Alberta,Stream,,10050002,1024,sq mi,,,49.14464167000000,-112.0806306000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,3402.78,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06134700,"Verdigris Coulee nr the mouth, nr Milk R, Alberta",Stream,,10050002,168,sq mi,,,49.11158610000000,-111.7594500000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,3040,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06134850,Milk River nr Writing-on-stone Park Alberta,Stream,,10050002,1676,sq mi,,,49.08844167000000,-111.5364889000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,2970,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06134890,Miners Coulee nr International Bndry,Stream,,10050002,,,,,49.01806900000000,-111.4035862000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06134910,Breed Creek near International Bndry,Stream,,10050002,,,,,49.02917960000000,-111.2896925000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06134930,Bear Creek near International Boundry,Stream,,10050002,,,,,49.02501246000000,-111.2141340000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06134950,Milk River nr Pendant D'oreille Alberta,Stream,,10050002,2273,sq mi,,,49.12362617000000,-110.8716237000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,2800,feet,100,feet,Interpolated from topographic map.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06135500,Sage Cr at Q Ranch nr Wild Horse Alberta,Stream,,10050003,175,sq mi,171,sq mi,49.10807300000000,-110.2238148000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,2900,feet,100,feet,Interpolated from topographic map.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06136000,Sage Creek at international boundary,Stream,,10050003,217,sq mi,,,49.00390030000000,-110.1902080000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,2800,feet,100,feet,Interpolated from topographic map.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144100,Walburger Coulee bl Divs nr Govenlock Sask,Stream,,10050007,32.1,sq mi,,,49.29169500000000,-110.0229633000000,,1,seconds,Interpolated from MAP.,NAD83,3100,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144250,Lodge Creek at Alberta Boundary,Stream,,10050007,346,sq mi,,,49.21391340000000,-109.9951875000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144260,Altawan Reservoir near Govenlock Sask,"Lake, Reservoir, Impoundment",,10050007,373,sq mi,,,49.16668610000000,-109.9174111000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144270,Spangler Ditch near Govenlock Sask,Stream: Ditch,,10050007,,,,,49.15446430000000,-109.9168557000000,,1,seconds,Interpolated from MAP.,NAD83,2920,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144300,Lodge C bl Spangler Project nr Govenlock Sask,Stream,,10050007,,,,,49.09445950000000,-109.8313012000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144350,Middle Creek near Saskatchewan Boundary,Stream,,10050007,118,sq mi,,,49.42286667000000,-110.0491306000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,3381.13,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,95,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144395,Middle C bl Middle C Re nr Govenlock Sask,Stream,,10050007,151,sq mi,,,49.41180278000000,-109.9194722000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,3300,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144400,Middle Creek near Battle Creek Sask,Stream,,10050007,177,sq mi,164,sq mi,49.40539720000000,-109.8755194000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,3270,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144440,Middle Cr nr Govenlock Sask,Stream,,10050007,253,sq mi,239,sq mi,49.22807220000000,-109.8165694000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144450,Middle Cr ab Lodge C nr Govenlock Sask,Stream,,10050007,279,sq mi,265,sq mi,49.10050556000000,-109.8181333000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,2830,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06144500,Lodge Creek at international boundary,Stream,,10050007,741,sq mi,,,49.01665278000000,-109.7512000000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,2721.06,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06145000,McRae Creek at international boundary,Stream,,10050007,55.9,sq mi,,,49.01688889000000,-109.7205944000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,2750,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06145500,"Lodge Creek below McRae Creek, at int'l boundary",Stream,,10050007,801,sq mi,,,49.00566667000000,-109.7177556000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,2731,feet,1,feet,Level or other surveyed method.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06147950,Gaff Ditch near Merryflat Sask,Stream: Ditch,,10050008,,,,,49.43475510000000,-109.8360092000000,,1,seconds,Interpolated from MAP.,NAD83,3350,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06148000,Battle Cr ab Cypress Lk W inflw cnl nr W Plains SA,Stream,,10050008,233,sq mi,,,49.43567500000000,-109.6832750000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,3230,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06148500,"Cypress Lake west inflw canal nr West Plains, Sask",Stream: Canal,,10050008,,,,,49.47170080000000,-109.6196104000000,,1,seconds,Interpolated from MAP.,NAD83,3210,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06148700,Cypress Lake west inflw cnl drain nr Oxarat Sask,Stream: Canal,,10050008,,,,,49.47364530000000,-109.6112767000000,,1,seconds,Interpolated from MAP.,NAD83,3200,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06149000,Cypress Lake west outflw canl nr West Plains Sask,Stream: Canal,,10050013,,,,,49.47058966000000,-109.5890535000000,,1,seconds,Interpolated from MAP.,NAD83,3180,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06149100,Vidora Ditch near Consul Sask,Stream: Ditch,,10050008,,,,,49.45753348000000,-109.5923874000000,,1,seconds,Interpolated from MAP.,NAD83,3200,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06149200,Richardson Ditch near Consul Sask,Stream: Ditch,,10050008,,,,,49.36391790000000,-109.5373874000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06149300,Mckinnon Ditch near Consul Sask,Stream: Ditch,,10050008,,,,,49.33336098000000,-109.4951640000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06149400,Nashlyn Canal near Consul Sask,Stream: Canal,,10050008,,,,,49.23252250000000,-109.5582258000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06149500,Battle Creek at international boundary,Stream,,10050008,997,sq mi,839,sq mi,49.00155000000000,-109.4224944000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,2729.8,feet,.1,feet,Level or other surveyed method.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06151000,Lyons Creek at international boundary,Stream,,10050008,66.7,sq mi,65,sq mi,49.00440000000000,-109.2314250000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,2800,feet,100,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06156500,Belanger Cr Diversion Canal nr Vidora Sask,Stream: Canal,,10050013,,,,,49.49420289000000,-109.3657088000000,,1,seconds,Interpolated from MAP.,NAD83,3200,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06157000,Cypress Lake near Consul Sask,"Lake, Reservoir, Impoundment",,10050013,107,sq mi,,,49.45836690000000,-109.5076614000000,,1,seconds,Interpolated from MAP.,NAD83,3187.0,feet,.1,feet,Level or other surveyed method.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06157500,Cypress Lake E Outflow CA nr Vidora Sask,Stream: Canal,,10050013,,,,,49.48670260000000,-109.3529306000000,,1,seconds,Interpolated from MAP.,NAD83,3180,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06158000,Frenchman R ab Eastend Re nr Ravenscrag Sask,Stream,,10050013,601,sq mi,582,sq mi,49.49096110000000,-109.0001222000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,3040,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06158500,Eastend Canal at Eastend Sask,Stream: Canal,,10050013,,,,,49.50587078000000,-108.8490203000000,,1,seconds,Interpolated from MAP.,NAD83,2998.58,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,94,000,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-06159000,Eastend Reservoir nr Eastend Saskatchewan,"Lake, Reservoir, Impoundment",,10050013,619,sq mi,,,49.50725830000000,-108.8529083000000,,1,seconds,Interpolated from Digital MAP.,NAD83,2993.5,feet,.1,feet,Level or other surveyed method.,NGVD29,CA,94,000,,,,,,,,,,NWIS
